"Time","CAL? 72 3458A","CAL? 175 3458A"
1652178174000,0.9915933,36.7047355
1652181790000,0.99159338,37.4208185
1652185396000,0.99159339,37.8592948
1652188994000,0.99159335,38.2037979
1652192609000,0.99159347,38.3835919
1652196215000,0.99159346,38.5405406
1652199813000,0.99159334,38.5314094
1652203428000,0.99159338,38.6384299
1652207026000,0.99159341,38.6747807
1652210641000,0.99159346,38.565125
1652220685000,0.99159343,38.3435482
1652224291000,0.99159344,38.0945993
1652227898000,0.99159341,37.8396846
1652231504000,0.99159342,37.58319
1652235102000,0.99159341,37.5212762
1652238717000,0.99159336,37.3832637
1652242323000,0.99159334,37.2059522
1652245921000,0.99159337,36.7411574
1652249536000,0.99159334,36.2538129
1652253134000,0.99159338,36.2050221
1652256749000,0.99159344,36.3337563
1652312527000,0.99159346,39.0420627
1652316133000,0.99159344,39.097497
1652319731000,0.99159344,38.9977925
1652323346000,0.99159346,38.9507304
1652326944000,0.99159344,38.7520079
1652330559000,0.99159339,38.4329189
1652334165000,0.99159331,37.1842383
1652337763000,0.99159332,36.5827781
1652341378000,0.99159336,36.5284864
1652344984000,0.99159331,36.6314237
1652348582000,0.99159338,36.793729
1652352197000,0.99159331,36.901942
1652355795000,0.9915934,37.1512045
1652359410000,0.9915934,37.4849262
1652363016000,0.99159338,37.7981282
1652366614000,0.99159346,37.8872035
1652370229000,0.99159344,37.9053025
1652373835000,0.99159348,37.9074943
1652377442000,0.99159347,37.8573395
1652384717000,0.9915934,37.6141114
1652388323000,0.99159341,37.5027231
1652391921000,0.99159341,37.4991782
1652395536000,0.99159333,36.561584
1652399134000,0.99159326,35.8415034
1652402749000,0.99159332,35.1708221
1652406355000,0.99159315,34.5355031
1652409953000,0.99159325,34.1125673
1652413568000,0.99159318,33.6514668
1652417174000,0.99159318,33.447006
1652422725000,0.99159333,34.0703361
1652426331000,0.99159334,undefined
1652426332000,undefined,34.934094
1652434241000,0.99159342,36.3186017
1652441113000,0.99159343,37.0929075
1652444719000,0.99159346,37.232126
1652448317000,0.99159348,37.4888476
1652451932000,0.99159354,37.5229407
1652455530000,0.99159354,37.6365903
1652786189000,0.99159414,39.133123
1652789795000,0.99159417,39.4147349
1652793402000,0.99159416,39.7944593
1652797008000,0.99159406,40.0160289
1652800606000,0.99159419,40.2308266
1652804221000,0.99159424,40.4436516
1652807827000,0.99159421,40.6160498
1652811425000,0.9915942,40.5040639
1652815040000,0.99159412,40.245373
1652818646000,0.99159417,40.1860933
1652822253000,0.99159411,40.1859496
1652825859000,0.99159408,39.824243
1652829457000,0.99159409,39.4945937
1652833072000,0.9915941,39.1751288
1652836678000,0.99159404,38.8678744
1652840276000,0.99159408,38.6000694
1652843891000,0.99159408,38.4024002
1652847497000,0.99159415,38.2305332
1652851095000,0.99159425,38.2683162
1652854710000,0.99159416,undefined
1652854711000,undefined,38.2997585
1652858309000,0.99159414,38.3478027
1652861924000,0.99159414,38.5783525
1652865530000,0.99159425,38.9812364
1652869004000,0.99159425,39.6123266
1652874210000,0.99159428,40.2750979
1652877816000,0.99159425,40.7678725
1652881414000,0.99159432,41.1911885
1652885029000,0.99159431,41.3419457
1652888627000,0.9915943,41.5184216
1652892242000,0.99159433,41.7301224
1652895840000,0.99159427,41.8997253
1652899455000,0.99159428,41.834576
1653040257000,0.9915943,38.5792661
1653046543000,0.9915944,39.730513
1653050143000,0.99159432,40.2600944
1653053744000,0.99159434,40.3749565
1653057344000,0.99159552,38.8330072
1653060945000,0.99159572,36.3364777
1653064545000,0.99159573,35.8151224
1653072119000,0.99159557,35.2352344
1653075719000,0.99159559,32.6159882
1653078553000,0.99159545,32.9522697
1653079457000,0.99159545,33.4766497
1653083352000,0.99159554,34.4033854
1653087256000,0.99159567,34.6324293
1653091152000,0.9915956,34.4705809
1653095055000,0.99159564,34.367111
1653098960000,0.99159561,34.2530743
1653102854000,0.99159558,34.0919086
1653106759000,0.99159552,34.0093254
1653110653000,0.99159553,32.6363533
1653114558000,0.99159552,32.5558831
1653171306000,0.99159567,34.0670253
1653175201000,0.99159569,33.7919774
1653179105000,0.99159566,33.5831481
1653183001000,0.99159559,33.3797398
1653186904000,0.99159563,33.1787514
1653190809000,0.99159569,33.0262648
1653194703000,0.99159569,32.8697766
1653198608000,0.99159561,31.6832281
1653202502000,0.99159563,31.9782629
1653252193000,0.99159559,34.2212507
1653256088000,0.9915956,34.1338344
1653259992000,0.99159566,34.0215486
1653263888000,0.99159563,33.9870796
1653267791000,0.99159559,33.711497
1653271696000,0.99159557,33.4665483
1653275590000,0.99159564,33.2640499
1653279495000,0.99159564,32.9273136
1653283389000,0.99159558,32.4868811
1653287294000,0.99159562,32.6122976
1653291188000,0.99159561,33.0702289
1653295093000,0.99159561,33.5369067
1653298988000,0.99159556,33.5621746
1653302893000,0.99159558,33.863542
1653306788000,0.99159559,33.8859425
1653310692000,0.99159558,34.1950763
1653314588000,0.99159551,34.6492406
1653318491000,0.9915956,34.8799453
1653322396000,0.99159563,34.7858966
1653326290000,0.99159565,34.7443487
1653330195000,0.99159563,34.597282
1653334089000,0.99159565,34.6506746
1653337994000,0.99159564,34.7628196
1653340400000,0.99159567,34.6626698
1653344295000,0.99159556,34.7000725
1653348199000,0.99159563,34.6330289
1653352095000,0.99159558,34.5054133
1653355998000,0.99159559,34.2652949
1653359903000,0.99159562,34.2130999
1653363797000,0.99159558,34.0980142
1653367702000,0.99159566,33.461346
1653371596000,0.99159571,32.9618604
1653375501000,0.99159567,33.553052
1653379395000,0.99159573,33.9004297
1653383300000,0.99159577,34.0005877
1653387195000,0.99159576,34.0760032
1653391100000,0.99159584,34.3259399
1653394995000,0.99159573,34.3454655
1653398899000,0.99159577,34.4417004
1653402795000,0.99159575,34.5637229
1653406698000,0.99159589,34.7903603
1653410603000,0.99159583,34.8709751
1653416597000,0.99159576,34.3265378
1653420492000,0.99159587,34.6508357
1653424396000,0.99159583,34.5859766
1653428292000,0.99159589,34.3999973
1653432195000,0.9915958,34.4034653
1653436100000,0.99159587,33.9471193
1653439994000,0.99159579,33.7814259
1653443899000,0.99159585,33.636617
1653447793000,0.99159579,33.3927209
1653451698000,0.99159576,33.1958058
1653455593000,0.99159579,32.9732491
1653459497000,0.99159583,32.4603345
1653463392000,0.99159576,32.4976654
1653476364000,0.99159583,33.1902237
1653480258000,0.99159584,33.0694821
1653484163000,0.99159579,33.1650344
1653488058000,0.99159569,33.2935456
1653491962000,0.99159574,33.5253037
1653495858000,0.99159574,33.8804432
1653499761000,0.9915958,34.0125031
1653503666000,0.99159581,34.0211013
1653507560000,0.99159586,33.3735672
1653511465000,0.99159582,33.0353965
1653515359000,0.99159581,33.381032
1653519264000,0.99159577,33.3064369
1653523158000,0.99159573,33.4286886
1653527063000,0.99159588,33.1558378
1653530958000,0.99159579,33.1104359
1653534862000,0.99159582,33.029061
1653538758000,0.99159591,32.8681933
1653542661000,0.99159584,32.7864415
1653546566000,0.99159573,32.4712686
1653550460000,0.99159578,33.1080177
1653554365000,0.99159583,33.2978478
1653558259000,0.99159584,33.5439357
1653562164000,0.99159588,33.6587204
1653566058000,0.9915958,33.7196582
1653569963000,0.99159588,33.9764567
1653573858000,0.99159588,33.8902493
1653577762000,0.99159582,33.801031
1653581658000,0.99159589,33.8834673
1653591896000,0.99159595,33.2646684
1653595790000,0.99159595,32.9866747
1653599695000,0.99159593,33.093095
1653603590000,0.99159602,33.1062195
1653607494000,0.991596,32.9694146
1653611390000,0.99159595,32.8828986
1653615293000,0.99159589,32.7745291
1653619198000,0.99159593,32.6457911
1653623092000,0.99159585,32.543824
1653626997000,0.99159592,32.3197627
1653630891000,0.99159597,32.3932934
1653634796000,0.99159591,32.5402852
1653638690000,0.99159595,32.7461779
1653642595000,0.99159589,32.9240818
1653646490000,0.99159601,33.1847269
1653650394000,0.99159594,33.5259841
1653654290000,0.99159592,33.5845115
1653658193000,0.99159595,33.7149815
1653662098000,0.99159603,33.4030638
1653665992000,0.99159588,32.5011421
1653669897000,0.99159591,33.013679
1653673791000,0.99159594,33.039547
1653677696000,0.99159593,33.3793064
1653681590000,0.99159584,32.635831
1653685495000,0.99159596,32.6844026
1653689390000,0.99159594,32.6908909
1653693294000,0.9915959,32.4920126
1653697190000,0.99159586,32.2801686
1653701093000,0.9915959,31.9547398
1653704998000,0.99159585,31.7020168
1653708892000,0.99159578,31.510529
1653712797000,0.9915958,31.3638419
1653716691000,0.99159578,31.3897905
1653720596000,0.99159582,31.3412964
1653724490000,0.9915959,31.5189815
1653728395000,0.99159593,31.9898841
1653732290000,0.99159595,32.0947956
1653736194000,0.99159591,32.3319071
1653740090000,0.99159588,32.6020485
1653743993000,0.99159599,32.8278541
1653747898000,0.99159599,32.8827567
1653751792000,0.99159599,32.8084679
1653755697000,0.99159596,32.8635271
1653759591000,0.9915959,32.7391601
1653763496000,0.99159594,32.6468506
1653771428000,0.99159582,31.964919
1653775322000,0.99159589,undefined
1653775323000,undefined,31.982796
1653779227000,0.99159588,31.8089642
1653783122000,0.99159587,31.6493038
1653787026000,0.99159581,31.5042691
1653790922000,0.99159583,31.2994407
1653794825000,0.99159578,31.1557626
1653798730000,0.99159583,31.0282421
1653802624000,0.99159583,31.0859345
1653806529000,0.99159577,31.129976
1653810423000,0.99159573,31.0709965
1653814328000,0.99159573,31.1658739
1653818222000,0.99159588,31.3120345
1653822127000,0.99159575,31.3263621
1653826022000,0.99159583,31.5397946
1653829926000,0.9915959,31.7203416
1653833822000,0.99159584,31.603069
1653837725000,0.9915959,31.8349037
1653841630000,0.99159594,31.7599407
1653845524000,0.99159599,31.596437
1653849429000,0.99159593,31.3812679
1653853323000,0.99159589,31.3044958
1653857228000,0.99159591,31.3216126
1653861122000,0.99159582,31.2284746
1653865027000,0.99159597,31.1504224
1653868922000,0.99159582,30.9575692
1653872826000,0.99159574,30.8224242
1653876722000,0.99159581,30.6175166
1653880625000,0.99159583,30.4503889
1653884530000,0.99159581,30.2995548
1653888424000,0.99159583,30.5369672
1653892329000,0.99159583,30.6643522
1653896223000,0.99159582,30.8614152
1653900128000,0.99159585,31.1313369
1653904022000,0.99159589,31.3311921
1653907927000,0.99159595,31.6287113
1653911822000,0.991596,31.7852844
1653915726000,0.99159594,32.1054272
1653919622000,0.99159594,32.3690824
1653923525000,0.99159599,32.2845406
1653927430000,0.99159594,32.4511431
1653931324000,0.991596,32.2904315
1653935229000,0.99159599,32.5679615
1653939123000,0.99159602,31.375769
1653943028000,0.99159583,31.2049421
1653945120000,0.99159592,31.2098415
1653949014000,0.99159587,31.1000421
1653952919000,0.99159593,30.8295907
1653956814000,0.99159589,30.6431586
1653960718000,0.99159579,30.4123762
1653964614000,0.99159584,30.1034744
1653968517000,0.99159584,29.8919223
1653972422000,0.99159583,29.8024073
1653976316000,0.9915958,30.2788947
1653980221000,0.99159587,30.921294
1653984115000,0.9915958,30.6902178
1653988020000,0.99159573,31.1544869
1653991914000,0.9915959,31.5729066
1653995819000,0.99159586,32.0386795
1653999714000,0.99159588,32.3296389
1654003618000,0.99159592,32.564411
1654007514000,0.99159592,32.5371162
1654011417000,0.99159591,32.4976706
1654015322000,0.99159587,32.1668135
1654019216000,0.99159589,32.6460958
1654023121000,0.99159589,32.7295063
1654027015000,0.99159588,32.6396087
1654030920000,0.99159592,32.3248168
1654034814000,0.99159584,32.3487975
1654038719000,0.99159586,32.1583692
1654042614000,0.99159583,31.9453876
1654046518000,0.99159576,31.7568451
1654050414000,0.99159587,31.6041288
1654054317000,0.99159583,31.4587977
1654058222000,0.99159583,31.3245534
1654062116000,0.99159588,31.3689781
1654066021000,0.99159581,31.4441658
1654069915000,0.99159591,31.7562457
1654585404000,0.99159835,32.3311548
1654589205000,0.99159847,32.4236956
1654593006000,0.9915984,32.7465518
1654596815000,0.99159847,33.084503
1654600614000,0.9915984,33.2858672
1654604413000,0.99159844,33.632861
1654608212000,0.99159838,33.8233634
1654612011000,0.99159853,34.1107876
1654615812000,0.99159853,34.0699126
1654619613000,0.99159854,33.8512746
1654623414000,0.99159852,33.9997748
1654627215000,0.99159859,34.0739859
1654631016000,0.99159851,33.9749629
1654634817000,0.99159851,33.8548908
1654637795000,0.99159851,33.6306832
1654641596000,0.99159849,33.3695892
1654645397000,0.99159851,undefined
1654645398000,undefined,33.5526971
1654649206000,0.99159847,33.3114324
1654653005000,0.99159847,32.986158
1654656804000,0.99159847,undefined
1654656805000,undefined,32.711713
1654660603000,0.99159855,32.423399
1654664402000,0.99159845,32.2529484
1654668203000,0.99159849,32.2204501
1654672004000,0.99159846,32.2722607
1654675805000,0.99159852,32.3179571
1654679606000,0.9915985,32.5136665
1654683407000,0.99159854,32.6766507
1654687208000,0.99159849,33.0004892
1654691009000,0.99159854,33.3739565
1654694810000,0.99159857,33.8167379
1654698619000,0.99159858,34.0263231
1654702418000,0.99159863,34.474006
1654706217000,0.99159864,34.3004671
1654710016000,0.99159866,34.2997093
1654713815000,0.99159867,34.3575625
1654717616000,0.99159872,34.3079345
1654721417000,0.99159863,34.1730828
1654725218000,0.99159865,33.9857477
1654729019000,0.99159866,33.8272201
1654732820000,0.99159864,33.6746548
1654736621000,0.99159864,33.5061726
1654740422000,0.9915986,33.2839096
1654744223000,0.9915986,33.1228187
1654748032000,0.99159857,33.0105947
1654751831000,0.99159852,32.9025254
1654755631000,0.9915985,32.9446065
1654759430000,0.99159858,32.7758246
1654763229000,0.99159853,32.7547051
1654767029000,0.99159858,32.8078003
1654770830000,0.99159859,32.9406867
1654774631000,0.99159856,33.3170982
1654778432000,0.99159864,33.679103
1654782233000,0.99159862,33.8123659
1654786034000,0.99159869,34.1628302
1654789835000,0.99159867,34.3825978
1654793636000,0.99159872,34.5661703
1654797437000,0.99159869,34.7765079
1654801245000,0.9915986,34.3337237
1654805044000,0.99159865,33.9001516
1654816265000,0.99159856,33.8027796
1654820066000,0.99159861,undefined
1654823867000,0.99159861,undefined
1654827676000,0.99159856,undefined
1654831475000,0.99159851,undefined
1654835274000,0.99159855,undefined
1654839073000,0.99159851,undefined
1654842872000,0.99159847,undefined
1654846673000,0.99159855,undefined
1654850474000,0.99159852,undefined
1654854275000,0.99159856,undefined
1654858076000,0.99159855,undefined
1654861877000,0.99159859,undefined
1654865678000,0.99159863,undefined
1654876175000,0.99159869,undefined
1654986867000,0.99159874,undefined
1654986868000,undefined,34.3172852
1654987858000,0.99159873,33.6313658
1655019343000,0.99159863,33.0952176
1655023144000,0.9915986,33.1094684
1655026945000,0.99159864,33.5935062
1655028651000,0.99159869,33.9096564
1655032451000,0.99159864,undefined
1655032452000,undefined,34.0945786
1655036252000,0.99159878,undefined
1655036253000,undefined,34.7915165
1655040062000,0.99159873,34.8774927
1655043861000,0.99159878,35.3754723
1655047659000,0.99159883,undefined
1655047660000,undefined,35.5364942
1655051458000,0.99159883,undefined
1655051459000,undefined,35.8913322
1655055257000,0.99159883,undefined
1655055258000,undefined,35.9418607
1655059058000,0.99159883,undefined
1655059059000,undefined,35.7640953
1655062859000,0.99159877,undefined
1655062860000,undefined,35.6510433
1655066660000,0.9915988,undefined
1655066661000,undefined,33.4259254
1655070461000,0.99159862,undefined
1655070462000,undefined,33.0720626
1655074262000,0.99159869,undefined
1655074263000,undefined,32.396475
1655078063000,0.99159856,undefined
1655078064000,undefined,32.8643658
1655081864000,0.99159857,undefined
1655081865000,undefined,33.0584098
1655085665000,0.99159863,undefined
1655085666000,undefined,32.9550146
1655089475000,0.99159867,32.7771061
1655093274000,0.99159877,32.4290566
1655097073000,0.99159856,32.0822102
1655100871000,0.9915986,undefined
1655100872000,undefined,32.0450297
1655104670000,0.99159853,undefined
1655104671000,undefined,32.1220293
1655108471000,0.9915987,undefined
1655108472000,undefined,32.4926327
1655112272000,0.99159872,undefined
1655112273000,undefined,33.0471075
1655116073000,0.99159869,undefined
1655116074000,undefined,33.3110666
1655119874000,0.9915987,undefined
1655119875000,undefined,33.2757695
1655123675000,0.99159874,undefined
1655123676000,undefined,32.8499647
1655127476000,0.99159866,undefined
1655127477000,undefined,32.3321438
1655131277000,0.99159864,undefined
1655131278000,undefined,32.9496692
1655135078000,0.99159865,undefined
1655135079000,undefined,33.0560797
1655138879000,0.99159871,undefined
1655138880000,undefined,32.9066029
1655142688000,0.99159868,33.8315243
1655146487000,0.99159879,32.8840538
1655150285000,0.99159859,undefined
1655150286000,undefined,32.6335134
1655154084000,0.99159873,undefined
1655154085000,undefined,33.4474936
1655157884000,0.99159868,undefined
1655157885000,undefined,33.5598668
1655161685000,0.99159868,undefined
1655161686000,undefined,33.6160568
1655165486000,0.99159874,undefined
1655165488000,undefined,33.6813652
1655169287000,0.99159873,undefined
1655169288000,undefined,33.452926
1655173088000,0.99159871,undefined
1655173089000,undefined,33.1999019
1655176889000,0.99159867,undefined
1655176890000,undefined,32.9715335
1655180690000,0.99159874,undefined
1655180691000,undefined,32.7808042
1655184491000,0.9915987,undefined
1655184492000,undefined,32.6413598
1655188292000,0.99159868,undefined
1655188293000,undefined,32.5153378
1655192101000,0.99159873,32.5903009
1655195900000,0.99159861,32.7805771
1655199699000,0.99159873,33.0514791
1655235336000,0.9915987,33.2989996
1655242738000,0.99159875,34.241115
1655250138000,0.99159863,33.5254754
1655257541000,0.99159869,32.7702468
1655264940000,0.99159863,31.9613141
1655272344000,0.99159859,31.3121174
1655279742000,0.99159869,31.4151466
1655287147000,0.99159867,32.0073245
1655294544000,0.99159868,33.1363205
1655301950000,0.99159872,34.0579982
1655309346000,0.99159882,35.1097812
1655316753000,0.99159889,35.6025617
1655324148000,0.99159883,35.7814482
1655331556000,0.99159888,34.9140677
1655338950000,0.9915988,34.1000814
1655346351000,0.99159886,33.6389068
1655353752000,0.99159874,33.082398
1655361153000,0.99159879,32.6473917
1655368554000,0.99159869,32.1792697
1655375955000,0.99159872,32.486454
1655383356000,0.99159872,33.4907891
1655390757000,0.9915988,34.5560642
1655398158000,0.99159887,35.2231283
1655405559000,0.99159899,35.2526204
1655409511000,0.9915989,34.8841341
1655416913000,0.99159886,34.3531115
1655424313000,0.99159881,34.3777744
1655431716000,0.9915988,33.796905
1655439115000,0.99159886,33.0287062
1655446519000,0.99159875,32.4574148
1655453917000,0.99159878,32.8586403
1655461322000,0.99159888,33.7297915
1655468719000,0.99159884,34.4923409
1655476125000,0.99159906,35.2995389
1655568930000,0.99159901,35.7359767
1655576332000,0.99159911,39.3144721
1655583732000,0.99159909,39.3942623
1655591135000,0.99159911,37.6938161
1655598534000,0.99159894,35.7929854
1655605938000,0.99159892,34.9236514
1655613336000,0.99159888,33.6265456
1655620741000,0.99159879,33.2072939
1655624327000,0.99159873,32.4819255
1655624903000,0.99159866,33.3668014
1655632305000,0.99159885,33.5117548
1655639705000,0.99159889,35.0930405
1655647108000,0.99159897,36.1453374
1655654507000,0.99159904,36.9288568
1655661911000,0.99159899,35.279624
1655669309000,0.99159896,34.6268098
1655676714000,0.99159879,34.7651149
1655699097000,0.99159888,34.6545611
1655706499000,0.99159908,34.1784568
1655713899000,0.99159877,33.0061553
1655721302000,0.99159889,33.0079678
1655728701000,0.99159888,33.3711031
1655736105000,0.99159888,33.914559
1655743503000,0.99159893,33.8095093
1655750908000,0.99159892,33.4669554
1655758305000,0.99159894,32.8981612
1655765711000,0.99159892,33.7870357
1655773107000,0.99159887,32.5732601
1655780514000,0.9915989,31.9754236
1655787909000,0.99159884,31.3457639
1655795317000,0.99159882,31.1204125
1655802711000,0.99159885,31.7543812
1655810112000,0.99159893,32.7329242
1655817513000,0.99159892,33.0591833
1655824914000,0.99159903,34.137347
1655832315000,0.99159891,34.3206863
1655839716000,0.991599,34.3729567
1655847117000,0.99159904,34.2942138
1655854518000,0.99159898,34.0232423
1655861919000,0.99159895,33.9673611
1655869320000,0.99159891,33.5292555
1655889038000,0.99159893,33.1078971
1655896440000,0.99159903,33.3174895
1655903840000,0.9915991,34.2370522
1655911243000,0.99159913,35.5840869
1655918642000,0.99159913,35.8928459
1655926046000,0.99159926,36.4949149
1655933444000,0.99159926,36.2142792
1655940849000,0.99159919,35.7438282
1655948246000,0.99159913,34.1303385
1655955652000,0.99159901,33.1309062
1655963048000,0.99159889,32.0957945
1655970455000,0.991599,32.3294378
1655977850000,0.99159905,33.492982
1655985258000,0.99159915,34.8173976
1655992652000,0.9915992,36.0482167
1656000053000,0.9915992,37.1030825
1656007454000,0.99159926,37.4700613
1656014855000,0.99159931,37.6969217
1656022256000,0.99159922,37.2099465
1656029657000,0.99159922,36.3587858
1656037058000,0.9915991,35.15436
1656044459000,0.991599,34.6437796
1656051860000,0.99159911,34.2792848
1656059261000,0.99159902,35.3537581
1656064788000,0.99159908,36.9829327
1656072190000,0.99159902,37.466206
1656079590000,0.9915991,36.7802888
1656086993000,0.99159909,37.1502872
1656094392000,0.99159909,37.3637867
1656101796000,0.99159914,37.6471381
1656103515000,0.99159895,37.0808986
1656110917000,0.99159906,undefined
1656110918000,undefined,37.2178526
1656118317000,0.99159901,35.7549786
1656125720000,0.99159893,35.152996
1656133119000,0.99159892,34.6400798
1656140523000,0.99159892,undefined
1656140524000,undefined,34.2475312
1656147921000,0.99159885,34.230486
1656192644000,0.99159899,35.3582809
1656200046000,0.99159907,36.5856292
1656207446000,0.99159896,34.3915771
1656214849000,0.99159899,32.9798426
1656222248000,0.9915989,32.4185823
1656229652000,0.99159891,33.6822009
1656237050000,0.99159903,35.5061083
1656244455000,0.99159912,36.8809739
1656251852000,0.9915992,37.4816002
1656259258000,0.99159923,38.3687333
1656266654000,0.99159926,38.80073
1656274061000,0.99159924,38.4444518
1656281456000,0.99159929,37.7775366
1656288864000,0.99159921,38.5443798
1656296258000,0.99159913,36.1390104
1656303659000,0.99159915,35.3487089
1656311060000,0.99159922,34.2522163
1656318461000,0.99159917,35.1034525
1656325862000,0.99159909,34.7495215
1656333263000,0.9915992,36.3058431
1656340664000,0.99159928,37.6779913
1656348065000,0.99159932,37.2042208
1656355466000,0.99159933,36.5382836
1656362867000,0.99159922,35.7731673
1656392248000,0.99159897,34.7673872
1656399650000,0.99159913,32.9364023
1656407050000,0.99159908,32.9409282
1656414453000,0.9915991,undefined
1656414454000,undefined,33.4105555
1656421852000,0.99159916,34.6273431
1656429256000,0.9915992,35.9125381
1656436654000,0.99159922,undefined
1656436656000,undefined,36.3562892
1656444059000,0.99159932,36.3332178
1656451456000,0.99159931,36.6124176
1656458862000,0.9915992,undefined
1656458863000,undefined,34.8259194
1656466258000,0.99159911,33.7556626
1656473665000,0.99159913,undefined
1656473666000,undefined,32.9557136
1656481060000,0.99159904,32.3464838
1656488468000,0.99159908,undefined
1656488469000,undefined,32.5465705
1656495862000,0.99159912,33.6801006
1656503263000,0.99159922,34.8347443
1656510664000,0.99159922,35.8039327
1656518065000,0.99159928,36.0542526
1656525466000,0.99159927,36.5591675
1656532867000,0.99159934,36.7522402
1656540268000,0.99159918,35.3439616
1656547669000,0.99159906,34.0081649
1656555070000,0.99159909,33.9801096
1656562471000,0.99159914,33.400147
1656623676000,0.99159915,32.9782618
1656631078000,0.9915993,36.7511781
1656638478000,0.99159921,37.0252432
1656645881000,0.99159916,35.7209784
1656653280000,0.9915991,35.1716294
1656660684000,0.99159924,34.5561557
1656668082000,0.99159907,33.6118416
1656675487000,0.99159904,undefined
1656675488000,undefined,33.6066392
1656682884000,0.99159904,33.1303009
1656690290000,0.99159907,33.598875
1656697686000,0.99159914,33.6728598
1656705093000,0.99159912,34.0260374
1656712488000,0.99159919,33.5990265
1656719896000,0.99159906,32.4930242
1656727290000,0.99159907,32.0335075
1656734691000,0.99159907,31.3468246
1656742092000,0.99159896,30.6728184
1656749493000,0.991599,31.1572211
1656756894000,0.99159906,32.2786115
1656764295000,0.99159914,33.3507516
1656771696000,0.99159922,34.4013199
1656779097000,0.9915993,35.4988022
1656786498000,0.99159927,35.9176684
1656793899000,0.9915993,36.1074142
1656824353000,0.99159924,35.2960704
1656831755000,0.99159914,32.8392722
1656839155000,0.99159916,33.6693877
1656846558000,0.99159924,35.1291034
1656853957000,0.99159927,36.5348815
1656861361000,0.99159934,37.599104
1656868759000,0.99159932,38.1539491
1656876164000,0.99159927,38.2060563
1656883561000,0.99159926,36.6735733
1656890967000,0.99159918,34.5842808
1656898363000,0.99159914,34.7169434
1656905770000,0.99159922,34.2128478
1656913165000,0.99159906,33.4493143
1656920573000,0.99159912,32.8038956
1656927967000,0.99159922,33.9362921
1656935368000,0.99159926,35.0178628
1656942769000,0.99159936,35.8024343
1656950170000,0.99159919,36.2764285
1656957571000,0.99159931,36.4783955
1656964972000,0.99159931,36.4520796
1656972373000,0.99159934,35.9530357
1656979774000,0.99159918,34.2366822
1656987175000,0.99159918,34.4434028
1656994576000,0.99159916,33.6850787
1657049968000,0.99159913,32.8251659
1657057370000,0.99159924,33.6788928
1657064770000,0.99159928,34.82705
1657072173000,0.99159923,34.3102132
1657079572000,0.9915992,33.9338788
1657086976000,0.99159919,33.5779894
1657110207000,0.99159918,32.6277219
1657117609000,0.99159925,34.6205549
1657124773000,0.99159924,34.2796718
1657132175000,0.99159917,34.1415029
1657139575000,0.99159918,34.0052198
1657146978000,0.99159928,34.0744593
1657154377000,0.99159923,33.4746658
1657161781000,0.9915992,33.009036
1657169179000,0.99159918,32.6092408
1657176584000,0.99159922,32.3820916
1657183981000,0.99159924,32.2679802
1657191387000,0.99159922,undefined
1657191388000,undefined,32.7262899
1657198783000,0.99159923,33.5306984
1657206190000,0.99159937,undefined
1657206191000,undefined,34.385032
1657213585000,0.99159935,34.0390957
1657220993000,0.99159931,undefined
1657220994000,undefined,33.7330495
1657228387000,0.99159935,33.6597453
1657235788000,0.99159941,33.903644
1657243189000,0.99159932,33.8683493
1657250590000,0.99159925,33.6191707
1657257991000,0.99159932,33.3834134
1657265392000,0.99159939,33.2691574
1657272793000,0.99159936,33.6545419
1657280194000,0.99159939,34.0847967
1657287595000,0.99159948,34.5704869
1657294996000,0.99159946,34.4585654
1657347947000,0.99159942,34.0205369
1657355349000,0.99159931,32.8159675
1657362749000,0.99159936,33.26976
1657370152000,0.99159924,33.8294297
1657377551000,0.99159936,34.5420497
